title,content,published_at,source,topic
Seo Ye Ji tops new Most Beautiful Women In The World 2022 poll: Here are 6 other celebs who made the list,"Recently popular polling site KingChoice released a new poll of the Most Beautiful Women in the World 2022  The polling was open for fans for about a month and they had to vote amongst the 100 nominees on whom they find most beautiful  Celebrities from several countries were nominated for the same, which also included Korean actors and K-pop idols 

Here are the seven celebs who made the list of the top fifteen with over 600,000 votes cast 

1  Seo Ye Ji

Seo Ye Ji ranked top in the Most Beautiful Women in the 2022 poll  She shot to the limelight with her role in &lsquo;It&rsquo;s Okay to Not Be Okay&rsquo;  Her character in the television series quickly became a favourite of the people along with winning several accolades  Other television series starring her include &rsquo;Lawless Lawyer&rsquo;, Save Me&#39;, and more  She made a strong comeback with &lsquo;Eve&rsquo; which was amongst the highly awaited K-dramas after staying under the radar for a few months &nbsp;&nbsp;

2  Tzuyu (TWICE)

Tzuyu was ranked second in Most Beautiful Women in the 2022 poll and is a member of the Korean girl group TWICE  She has increasingly received attention for her beauty and some people even credit Tzuyu&rsquo;s visuals as the contributing factor for TWICE&rsquo;s popularity  Besides being a member of TWICE, Tzuyu also appeared in several advertisements and brand endorsements 

3  Jisoo (BLACKPINK)

Jisoo is one of the most loved K-pop idols with a global fan following  She is from BLACKPINK which was founded by YG Entertainment  Kim Jisoo ranked third in the Most Beautiful Women in the 2022 poll  She is not only a singer and dancer but has also debuted in acting with the leading role in the television series, &lsquo;Snowdrop&rsquo;  Jisoo&nbsp;has been a trendsetter in the fashion and make-up industry along with being a fashion and beauty ambassador of the luxury brand Dior 

Jisoo recently also launched her solo YouTube Channel on her birthday  Her solo debut song will also be released in 2023 

4  Lisa (BLACKPINK)

Lisa is among the well-known celebrities with a huge global following along with being a member of the K-pop group BLACKPINK  She was ranked fourth in Most Beautiful Women in the 2022 poll  Lisa&rsquo;s solo debut in 2021 earned her an MTV Video Music Award and two Guinness World records  Her solo title tracks, &lsquo;LALISA&rsquo; and &#39;Money&#39;, earned her entries on Billboard Global 200 and Billboard Hot 100 

Lisa has also been a brand ambassador for various brands given her global following, including MAC, Vivo, Celine, Bulgari, and more  Her genuine authenticity in the partnership with brands has also been praised, which is why Lisa has been used as an example of changing promotional strategies in the cosmetics and fashion industry 

5  Kim Yoo Jung

Kim Yoo Jung is also one of the most famous South Korean actresses who debuted at the mere age of four  She has starred in various movies and television series such as &lsquo;Golden Rainbow&rsquo;, &lsquo;Angry Mom&rsquo;, &lsquo;Dong Yi&rsquo;, &lsquo;Secret Door&rsquo;, &lsquo;Circle of Atonement&rsquo;, &lsquo;20th Century Girl&rsquo;, and more  She ranked sixth in the Most Beautiful Women in the 2022 poll and has been one of Korea&#39;s most powerful celebrities  Kim Yoo Jung has been one of the youngest celebrities to be included on Forbes&#39; Power Celebrity list 

6  Sana (TWICE)

Sana from TWICE is a South Korea-based singer who is originally from Japan  She is part of the girl group TWICE and ranks eighth in the Most Beautiful Women in the 2022 poll  She debuted in 2015 and quickly shot to fame in both South Korea as well as the world  Sana also released a solo cover of the Japanese band song &lsquo;Sotsugyou&rsquo; in 2021 which was highly praised by the audience  Sana&rsquo;s energetic dance performance and bubbly personality have certainly made her a beloved idol in South Korea 

7  Bae Suzy

Bae Suzy ranked 15 in the Most Beautiful Women in 2022 poll, has been known for her roles in television series such as &lsquo;Vagabond&rsquo;, &lsquo;Gu Family Book&rsquo;, &lsquo;Anna&rsquo;, &lsquo;Start Up&rsquo;, &lsquo;While You Were Sleeping&rsquo;, &lsquo;Uncontrollably Fond&rsquo;, and more  She has also been a member of the Korean girl group Miss A  Suzy has been referred to as CF Queen in South Korea because of several endorsement deals that she has to her name, including Dior  Many Korean idols who also consider Suzy a role model include Yoomin from Melody Day and Nayun from MOMOLAND 

These women have ranked in the top 15 of the &lsquo;Most Beautiful Women in the 2022&rsquo; poll  Their incredible work, along with iconic fashion choices, have quickly made them beloved amongst the audience and media  These women have established themselves with their varied talents ranging from singing and acting to dancing  They have certainly created waves in the Korean entertainment industry along with establishing it in the global arena &nbsp;
ALSO READ: BLACKPINK set to become the first K-Pop group to headline Coachella? Find Out",2023-01-08T11:22:25Z,3,9
BTS: When Old Town Road singer Lil Nas X chose this member as the hottest among K-pop idols,"BTS, or Bangtan Sonyeondan, a septet comprising Jin, Suga, J-Hope, RM, Jimin, V, and Jungkook, are considered one of the hottest K-pop bands in the global music industry. They are handsome, sexy and they know to style themselves to look their best. So it didn't come as a surprise when the Old Town Road hitmaker Lil Nas X was asked to choose the hottest member in the BTS group at the Grammy Awards 2020 For the uninitiated, Lil Nas X and BTS were among the top performers at the Grammy Awards. In fact, BTS became the first K-pop group to perform for the ceremony. They performed on Dynamite as a solo K-pop band the following year. While the two artistes share mutual respect for each other, a video of their rehearsal together got fans excited A few weeks later, fans posed a question to Lil Nas X that reads, ""who do you think is the hottest BTS member?” To which the rapper/singer replied, ""Look they all cute, but [I’m going to] have to go with RM,” Lil Nas X said. In fact, RM has featured in the Old Town Road remix, Seoul Town Road Meanwhile, Permission to Dance on Stage marked BTS' first stadium concert since the coronavirus pandemic. The popular K-Pop group announced the tour in late September last year. It was also the first live concert since the boy band's 2019 BTS World Tour Love Yourself: Speak Yourself the Final, which was held in Seoul, Korea",2022-02-15T08:00:00Z,1,1
Pathaan meets BTS: Shah Rukh Khan-Deepika Padukone song Besharam Rang gets a Dynamite version [Watch],"BTS and their choreographies are like sorcery. They fit in with every Bollywood song and quite well. We have shared BTS videos with a lot of Bollywood twists before and there's this joke amongst the desi BTS ARMY that B in BTS stands for Bollywood. Well, that might actually be true as the new and highly controversial song Besharam Rang, starring Deepika Padukone-Shah Rukh Khan from Pathaan has gelled well with BTS number. Yes, you read that right Who ever would have thought BTS will have a Pathaan twist and that Besharam Rang will get a Dynamite version? A true blue Bollywood X BTS ARMY did. Both Pathaan and BTS often grab headlines in the Entertainment News and Hollywood News sections every day. And this time, an ARMY edited the BTS song choreography on the Besharam Rang music. Well, there have been different opinions about the song. Some were controversial, some praised the song and some didn't vibe with the song at all. While the choreography fits in well with Deepika Padukone and Shah Rukh Khan starrer number, the ARMY mentions how they didn't like it still.' Elsewhere, Pathaan Trailer is releasing tomorrow, 10th January 2022. The Siddharth Anand directorial also stars John Abraham. Pathaan is releasing on 25th January 2022",2023-01-09T11:31:02Z,1,1
Happy JK Day: Looking back at BTS’ maknae Jungkook’s best moments in 2022 feat Dreamers and more,"January 9 has been declared as Jungkook Day since Jungkook himself said that it will be a day for ARMYs and him so on this day all the fans come together and share the best moments shared with him over the year and what they look forward to in the new year  This special day holds a lot of meaning for the both of them &nbsp;

Jungkook&rsquo;s achievements:

On January 1st, Jungkook was selected as one of the 200 Greatest Singers of All Time announced by Rolling Stone, a prominent American music media outlet  Jungkook was the only Korean male singer to have the honor of being named  Rolling Stone evaluated Jungkook as &quot;a powerful performer and a singer with very natural talent  He always presents new ad-libs and unexpected vocal riffs &quot;&nbsp;

Jungkook&rsquo;s Dreamers:

According to the latest chart released by Billboard (as of January 7), Jungkook&#39;s &#39;2022 FIFA World Cup Qatar&#39; official soundtrack &#39;Dreamers&#39; ranked 5th in &#39;World Digital Song Sales&#39;  &#39;Dreamers&#39; charted on the &#39;World Digital Song Sales&#39; chart for 6 consecutive weeks, ranking in the top 5 following last week  &#39;Dreamers&#39; ranked 120th on the &#39;Global 200&#39;, which is compiled in more than 200 countries and regions around the world based on online streaming and digital sales, 66th on the &#39;Global (excluding the US)&#39;, and 15th on the &#39;Malaysian Song&#39;  It boasted the power of the sound source that entered the week in a row 

Previously, &#39;Left and Right&#39; and &#39;Dreamers&#39; were ranked 2nd and 7th most requested songs in 2022 announced by &#39;Most Requested Live&#39; of iHeartRadio, a famous American radio program  Each climbed to the top, realizing the hot popularity of the local public  &#39;Dreamers&#39; was the first official World Cup soundtrack to ever top Billboard&#39;s Digital Song Sales Chart, as well as sweeping the World Digital Song Sales Chart for two weeks in a row, marking a new milestone in history 

Jungkook&rsquo;s popularity:

Jungkook showed off his popularity and presence by posting his name as No  1 in &#39;Best K-Pop Idol&#39;  The media said of Jungkook, &quot;He is known as one of the most popular members of BTS  He tends to steal the show during concerts with his angelic visuals and impressive dancing and singing skills &quot; In addition, on the &#39;2022 Year-End Genius Korea Chart&#39; chart selected by &#39;Genius Korea&#39; of the US digital music media Genius, he ranked first in the &#39;Top Male Soloists&#39; and his own  With the solo song &#39;Stay Alive&#39;, he won 2 crowns by climbing to No  1 on the Top K-OST Songs 

So let&rsquo;s take a look at some of his best moments in 2023 :-

Jungkook took part in the FIFA World Cup 2022 soundtrack Dreamers MV as well as the opening performance, becoming the first K-Pop artist to feature on a FIFA soundtrack  The music video surpassed 100 million views by January 1  The &#39;Dreamers&#39; music video, which is ranked 16th on YouTube&#39;s most popular music video, also gained popularity by ranking first in cumulative views on FIFA&#39;s official YouTube channel  The opening ceremony video of Jungkook from BTS performing &#39;Dreamers&#39; at FIFA World Cup opening ceremony, which was released on FIFA&#39;s official YouTube channel on November 20, exceeded 43 7 million views  The song was a pathbreaker as it displayed K-Pop to the rest of the world &nbsp;
IwzkfMmNMpMJungkook took part in the Run BTS challenge in the best way possible  The video shows Jungkook dancing to BTS&#39; song &#39;Run BTS&#39;  As soon as Jungkook appeared in the video, he started dancing with swords with powerful movements, captivating the viewers with his charismatic eyes  However, Jungkook suddenly changed into a playful expression, showed a reversal dance move with soft waves, and reinterpreted the intense &#39;Run BTS&#39; performance without a break  At the end of the video, Jungkook burst into a real laugh at his appearance, making the viewers smile 
https://twitter com/dreamjeons/status/1592944385549008896?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1592944385549008896%7Ctwgr%5Eff09b6a7c41ed117f00e329e957c6cedf0daa7f4%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fwww koreaboo com%2Flists%2Fbts-jungkook-best-video-clips-moments-2022%2FBTS released a video titled &#39;BTS MBTI Lab 2&#39; on their official YouTube channel BangtanTV, showing seven members conducting the MBTI (Personality Type Test)  In the video, after the &#39;MBTI&#39; talk on the topic of personality type, BTS held an extra discussion with the Perilla leaf debate&#39;, which has been a hot topic until recently  During a heated discussion about the sesame leaf controversy, Jungkook said, &quot;You shouldn&#39;t give (Perilla leaves)!&quot; said firmly, expressing the opinion of an opponent of sweet pumpkin  Continued &quot;Isn&#39;t it something you can take off?&quot; Regarding Jin&#39;s counter-question, Jungkook once again solidified his stance, saying, &quot;No!&quot; He said that he couldn&#39;t tolerate as much as a perilla leaf being picked apart, and then seriously said the reason for the opposition, saying, &quot;First they will take a leaf, but then hold hands, look into each other&#39;s eyes, and then they&rsquo;ll get married later &quot;

In addition, the members burst into laughter at the situation where they were going to get married with just one sesame leaf, and J-Hope said, &quot;It doesn&#39;t matter if we have faith in each other, doesn&#39;t it?&quot; He suggested another opinion that mutual trust is important, but Jungkook said until the end, &quot;I can&#39;t!!&quot; He showed the tenacity to push his opinion 
NufdiWdrxcIALSO READ: EXCLUSIVE: ASTRO&rsquo;s Cha Eun Woo talks about bruising himself while working on K-drama Island

Stay updated with the latest Hallyu news on:&nbsp;Instagram,&nbsp;YouTube,&nbsp;Twitter,&nbsp;Facebook&nbsp;and&nbsp;Snapchat

Which is your favorite moment? Let us know in the comments below &nbsp;
",2023-01-09T11:28:08Z,3,1
"BTS' Jin gets a buzz cut ahead of military enlistment, fans find him ‘more cute’","BTS member Jin aka Kim Seok Jin is all set to join the mandatory military service in South Korea  Ahead of his enlistment, the singer posted selfies of himself on fan community, Weverse, in his latest look as per the guidelines of the army  He opted for a buzz cut, featuring extremely short hair and wore a basic black T-shirt  (Also read: Jin gets a sweet surprise from J-Hope ahead of his military enlistment)Reacting to Jin's new picture, a fan, aka part of the BTS Army, wrote on Twitter, “How can he look still beautiful ” “That's right still the cutest,” added another one  Someone also said, “No matter what happens, I am PROUD of you, will always think of you and will pray for you constantly! Come back safe  I love you Kim Seokjin  every day and all of the rest of forever ”Last month, Kim Seok Jin confirmed that he will be joining the military on December 13  According to South Korean news agency Yonhap, the Astronaut singer will be at the recruit training centre in Yeoncheon, Gyeonggi-do where he will receive a five-week training  After his training, he will be deployed to the frontline unit of the army  All in all, he will fulfill his duties for 18 months, and other BTS members--RM, Suga, J-Hope, Jimin, V, and Jungkook, will follow him in time  The group will fulfill their mandatory military service before reconvening in 2025 Earlier, BTS' agency BigHit Music released a statement about Jin's military service  The statement read, ""Jin will fulfill his required time with the military by enlisting in the army  Please note that we will not be holding any kind of official event on the day of his recruitment """"The entrance ceremony is a time to be observed by military personnel and their families only  In order to prevent any issues that might occur from crowding, we ask fans to please refrain from visiting the site  Instead, we ask you to keep your heartwarming words of support and farewell in your hearts  We ask for your continued love and support for Jin until he finishes his military service and comes back  Our company will also strive to provide every support he needs during this time,"" it ended Meanwhile, reports suggest that military authorities will be taking extra steps to ensure safety during Jin's enlistment at the military training center  Jin recently made his solo debut in October before fulfilling his duties towards his nation, with single The Astronaut",2022-12-11T08:00:00Z,2,8
EXCLUSIVE: ASTRO’s Cha Eun Woo talks about bruising himself while working on K-drama Island,"K-pop idol Cha Eun Woo has put everything and more into his role for the fantasy action K-drama &#39;Island&#39; which began airing a couple of weeks ago  His acting which has been under review, all because of the typically stoic boy portrayals he received previously, gives way for people to notice just how much he has grown since the college ridden love stories where he was penned as just the handsome one or the lonely Prince on the lookout for his rightful place  In all those roles it seemed as if he was always finding ways to fit in, never fully accepting his surroundings and seeking familiarity 

In &#39;Island&#39;, Cha Eun Woo, snatches the plot right from the start to make it his own  He injects himself into the story as if embracing it with his whole might, and though the 25 year old plays five years younger, he makes it believable thanks to the mischief in his eyes and the sheer gut to challenge what could possibly kill him, all at the drop of a hat  Speaking in Italian, fans would make note of his increased hotness quotient while we can notice the efforts from the actor who seems to have gone all in 

What is the story of Island?

&#39;Island&#39; is a webtoon inspired K-drama brought to life thanks to a statement making ensemble, fairly impressive VFX and an immersive storyline  Here, the chaebol daughter of the famed Daeho group, Won Mi Ho, is sent off to Jeju Island for repenting for her actions  She encounters bloodthirsty demons on her way who she is unable to fight  A man intervenes with his dagger, hawk-like eyes, unbelievable speed and the urge to kill  Found to be Van, the suited man is tight-lipped and only appears when Won Mi Ho is in need of his help  As the old prophecy awakens and lust demons threaten to kill the unaware woman, a Priest named Yohan becomes curious about the happenings in South Korea and decides to return 

Introduction to Cha Eun Woo in Island as Priest Yohan

As he is initially introduced, Giovanni is a young boy named Kang Chan Hyeok who moved to Italy in his earlier days and returned at the age of 20 after being called upon by the pull of a prophecy  Here, he makes himself known as Priest Yohan, a popular Priest who has moved around saving humans from the wrath of spirits  His methods are none the ordinary as he channels his love for Hallyu aka the Korean wave while dealing with evil  While it may sound funny, it adds the necessary edge to Cha Eun Woo&#39;s character &nbsp;
With a pair of headphones around his ears, RnB music blasting through it, he uses ignorance to fend off the evil  Ruthless, he charges ahead while chanting and using a crucifix to burn through the negative energies  With sneakers on his feet and a spring in his step, he manages to surprise you with each action &nbsp;

The latest episode of &#39;Island&#39; saw Yohan bring out a pointed sword-like object and use it against Van, the character played by Kim Nam Gil, who is a half-human and half-demonic presence among them, managing to hide from everyone but the Priest who is out for his blood  The chemistry between Cha Eun Woo and Kim Nam Gil as they bicker, waiting to break out into a fight any moment, is better than we expected &nbsp;

Cha Eun Woo preparing for the role of Yohan

In an exclusive chat with Pinkvilla, the ASTRO member digs deep into his preparation for the character of Priest Yohan  He mentions going to cathedrals and meeting up with real-life Priests to learn the know-how of his role  On being asked what training he received, Cha Eun Woo opened up saying, &ldquo;While playing the role of a priest named Yohan, I had to take Italian or Greek and Latin lessons since I had such scenes  I went to a cathedral to see a priest and learned about the basics of Catholicism  Whenever I speak, I wanted it to be more Yohan-like, I worked on it so it could be more fitting to the role &ldquo;

On the other hand, since he is known for performing exorcisms, Cha Eun Woo&rsquo;s character takes on action scenes frequently and the actor worked on them with just as much enthusiasm, getting bruised while pulling them off with all his might  He spoke about the difficulties of working on the sets, &ldquo;I used my body a lot  When I was rolling over a mountain or something like that, I got some small scars and it hurt a little  I have some wounds and those bits were difficult but, I feel proud and it was fun portraying the character &rdquo;

Here&rsquo;s a funny interaction between Cha Eun Woo and Kim Nam Gil in our full interview with the &lsquo;Island&rsquo; cast:
Lco-ykYQy5EStay updated with the latest Hallyu news on: Instagram, YouTube, Twitter, Facebook and Snapchat
ALSO READ: EXCLUSIVE: Kim Nam Gil dishes on becoming a ‘weapon’ and fierce action scenes in K-drama Island",2023-01-09T10:50:47Z,3,9
TXT drops a bombshell first look at The Name Chapter: TEMPTATION; 5 things to expect from this comeback,"TOMORROW X TOGETHER has established itself as one of the frontrunners of this generation&rsquo;s K-pop music thanks to their genre-hopping music and a total takeover of today&rsquo;s style  Their songs have always impressed the audiences, having become longtime favourites of the MOAs who always chip in, in large numbers, expressing their surprise and admiration at every chance that they get at the sincere and fabulous music 

Now, returning with their fifth Korean EP, TOMORROW X TOGETHER is coming back to the music scene after a world tour and performances at music festivals, New Year&rsquo;s special stages, and more  After teasing their fans about the album for months now, the group finally announced their next EP after 8 months, following the release of their fourth mini-album &lsquo;Minisode 2: Thursday&#39;s Child&rsquo; in May 2022, on December 15 at midnight KST  It was revealed that their next series will begin with &lsquo;The Name Chapter: TEMPTATION&rsquo;  It continues from the conclusion of their earlier two series, namely, &lsquo;The Dream Chapter&rsquo; and &lsquo;The Chaos Chapter&rsquo; 

The Name Chapter: TEMPTATION

To be made available in total three versions, Daydream, Nightmare and Farewell, the upcoming schedule ahead of the album drop was teased  Starting from January 9 to the day after the release on January 28, the plan was revealed to the fans, with a &lsquo;Lullaby&rsquo; concept photo version set to be unveiled on January 15 at midnight KST  The promotion scheduler introduced the mysterious concept for this album which was followed by a concept teaser which said, &ldquo;The devil&rsquo;s voice that I encountered by the window of midnight was sweet &rdquo; It was accompanied by an eerie video of a silhouette and a butterfly, giving hints about the comeback &nbsp;

The mood teaser that followed was a peek into the wild ride that awaits at the end of the pre-release promotions 
https://twitter com/BIGHIT_MUSIC/status/1612011232898486272TXT&rsquo;s first concept photos

The first set of concept photos for the quintet&rsquo;s upcoming mini album &lsquo;The Name Chapter: TEMPTATION&rsquo;, was released on January 9  Titled &lsquo;Daydream&rsquo;, they stayed true to the concept as the fans collectively let out a shriek of surprise looking at the dream-like photos  Playing right into the theme of &lsquo;temptation&rsquo; the younger twenty year olds, seemed to be ready to show more skin this time around  With loose-fitting unbuttoned jackets, barely covering their torsos, these concept photos were nothing like what the fans have seen before  Barefooted and with light makeup, they seemed to be becoming one with nature  Fans appreciated the sculpted bodies of the five boys and trended hashtags like &lsquo;CALM DOWN&rsquo; on social media, expressing their astonishment 
https://twitter com/BIGHIT_MUSIC/status/1612101833115467776Looking at the introduction to the upcoming album, here&rsquo;s what we can expect from it 

TXT&rsquo;s bare bodies

We&rsquo;re sure the fans are not complaining but it seems that there will be a lot of shirtless or barely-there outfits in this comeback  The first set of concept photos is enough to hint  The adolescent boys who were once in colourful outfits singing about their crowns have grown and matured enough to scream about their lost love and now turn to something completely different  Maybe they&rsquo;ll be calmer this time around? More reserved? We can only wait to find out 

Unbelievable visuals

Not that we had any doubt before this, but the few photos we have seen so far of the five members of the group have once again instilled our belief about their flawless visuals  With light makeup or rock looks, their fit and tall frames in the latest, trendy and expensive wear or even in the most simple outfits, TOMORROW X TOGETHER&rsquo;s members can pull it off and look top-notch at the same time 

Exceptional choreography

This one&rsquo;s a no-brainer  Essentially creating a world full of some of the most followed and loved dance sequences over and over again, the synchronised and visually pleasing moves of Soobin, Yeonjun, Beomgyu, Taehyun and Huening Kai make it all the more exciting to wait for their releases  Fierce moves, stunts and dance breaks make for the group&rsquo;s viral sets with each song  Every time, they add fun elements to their choreographies to make it unique and we hope this time&rsquo;s no different 

Live vocals

Over time, TOMORROW X TOGETHER has made one thing very clear- they can sing, and that too very beautifully  Remember Yeonjun&rsquo;s Lonely Boy live rap? A moment that will forever be etched into the memory of not just fans but any viewers of the clip, the boy group always returns with tracks that heavily rely on their singing abilities 

A superhit album

When there are so many success-prone elements going into the making of these well-tailored music releases, the K-pop all-rounders may as well be ready for another hit album to add to their satchel  The first look has already raked in thousands of pre-orders across the world and it is only bound to grow in huge numbers henceforth 

We&rsquo;re looking forward to the release of TOMORROW X TOGETHER&rsquo;s &lsquo;The Name Chapter: TEMPTATION&rsquo; on January 27 at 2 pm KST 

Stay updated with the latest Hallyu news on: Instagram, YouTube, Twitter, Facebook and Snapchat
ALSO READ: BTS’ J-Hope, TXT wow at Dick Clark’s New Year’s Rockin’ Eve: 5 highlights from their stages",2023-01-09T14:27:40Z,3,9
"BTS’ V, BLACKPINK’s Lisa, TWICE’s Nayeon and more: Top 15 most-searched K-Pop idols on Google 2022 ","Google trends shared a list of the K-Pop idols that were most searched in 2022 and the list is just as we expected! BTS won the grand prize for the 6th consecutive year at the 37th Golden Disk Awards  BTS won a total of four awards, including the Grand Prize in the album category, the Album Bonsang, TikTok Golden Disc Popularity Award, and member J-Hope&#39;s award for &#39;Thai Fans Support with Baozi&#39; 

BTS:

J-Hope, who attended the ceremony, expressed his feelings about the award, saying, &quot;I will accept it as a means of cheering for the future of BTS, and I will accept it with gratitude and humility &quot; He also revealed that 6 members, excluding Jin, who enlisted, had a drinking party  J-Hope said, &quot;It&#39;s been a long time since we met for a drink, but we still missed Jin &quot;&nbsp;

BLACKPINK:

YG Entertainment announced on December 7th that the number of views on YouTube for the pre-release song &#39;Pink Venom&#39; of girl group BLACKPINK&#39;s 2nd regular album has exceeded 500 million  &lsquo;Pink Venom&rsquo; is a hip-hop genre song that shows off BLACKPINK&rsquo;s unique charisma, and drew attention by arranging traditional instrument sounds in the intro  This music video recorded 90 4 million views on YouTube within 24 hours of its release, breaking the world record for a female K-Pop group and achieving 100 million views in 29 hours and 35 minutes, the fastest among K-pop girl groups 

BLACKPINK&#39;s &#39;DDU-DU DDU-DU&#39; music video exceeds 2 billion views on YouTube  &#39;DDU-DU DDU-DU&#39; is constantly updating its own K-pop group music video&#39;s first, highest and most views on YouTube every minute and every second  In fact, if you look at the recent increase in views, new records are expected in the future as the number in front of one hundred million views has been replaced in about 3 to 5 months 

DDU-DU DDU-DU:

&#39;DDU-DU DDU-DU&#39; is the title track of BLACKPINK&#39;s first mini-album &#39;SQUARE UP&#39;  The addictive chorus and point choreography, which seemed to shoot pistols with both hands, became popular and ranked #1 in the most watched K-pop music video in the world in 2018  The sound source also achieved remarkable results on various global charts  In addition to the domestic chart &#39;Perfect All Kill&#39;, they ranked 40th and 50th on the US Billboard 200 and Hot 100 respectively, recording the highest ranking ever for a K-pop girl group at the time  In addition, the number of streams on Spotify, the world&#39;s largest music platform, has exceeded 500 million 

TWICE:

On January 3rd, JYP Entertainment released TWICE&#39;s new English single song titled &#39;MOONLIGHT SUNRISE&#39; and online cover image on its official SNS channel  The title of the emotional song, which is made up of English words meaning &#39;moonlight&#39; and &#39;morning glow&#39;, and the online cover image with a mysterious winter atmosphere, heightened expectations for the new single  This new song, which has captured the attention of K-pop fans at home and abroad, is expected to start the 2023 activity of TWICE, the &quot;global top girl group&quot; 

TWICE will pre-release the English single &#39;Moonlight Sunrise&#39; on the 20th at 2:00 pm and visit fans with a new mini album in March  Meanwhile, last year, TWICE achieved the highest number of records on the US Billboard main album chart &#39;Billboard 200&#39; with the group&#39;s first solo runner Nayeon&#39;s 1st mini album &#39;IM NAYEON&#39; and complete album &#39;BETWEEN 1&amp;2&#39;  In 2023, they will continue their activities, starting with a new English single and 12th mini album 

Stray Kids:

Stray Kids won two gold medals at the &#39;37th Golden Disc Awards with TikTok&#39; (hereafter referred to as &#39;Golden Disc&#39;) and shone their potential as a &#39;K-pop trend&#39;  Stray Kids won the Bonsang award in the album category and the Most Popular Singer award  In particular, Stray Kids presented an explosive stage to the audience who filled the stadium under the Bangkok night sky  They made a surprise appearance in a jeep and walked around the magnificent stadium, and the song &#39;SUPER BOARD&#39; from the album &#39;MAXIDENT&#39;, which topped the &#39;Billboard 200&#39;, and the album that also topped the &#39;Billboard 200&#39; &nbsp;

ASTRO:&nbsp;

ASTRO&rsquo;s agency Fantagio said on December 30th, &quot;Jinjin, Cha Eunwoo, Moonbin, and Yoon Sanha have decided to continue their activities with Fantagio in the future &quot; Fantagio asked, &quot;The four members we are with will not hold back their full support so that they can be active in various fields, so please give us as much encouragement and support as we do now  We are discussing with the other members of ASTRO, Rocky  Another member, MJ, is currently serving in the military band, and we plan to discuss it after he is discharged &rdquo;

Here&rsquo;s Top 15 most-searched K-Pop idols in 2022 :-

1  V (BTS)

2  Jungkook (BTS)

3  Jimin (BTS)

4  Lisa (BLACKPINK)

5  Jennie (BLACKPINK)

6  SUGA (BTS)

7  IU

8  Jim (BTS)

9  RM (BTS)

10  Jisoo(BLACKPINK)

11  Ros&eacute; (BLACKPINK)

12  J-Hope (BTS)

13  Cha Eunwoo (ASTRO)

14  Hyunjin (Stray Kids)

15  Nayeon (TWICE)

ALSO READ: Top 10 Korean web dramas to watch: Be My Boyfriend, Top Management, and more

Stay updated with the latest Hallyu news on:&nbsp;Instagram,&nbsp;YouTube,&nbsp;Twitter,&nbsp;Facebook&nbsp;and&nbsp;Snapchat

What did you think of this list? Let us know in the comments below &nbsp;
",2023-01-09T14:30:09Z,3,12
BTS: Jimin sets the internet on fire with his latest W Korea photoshoot; ARMY in love with his 'model' avatar,"While the members of the Korean boy band BTS are known for their music, they are also known for their incredibly good looks. Be it Jimin, Jin, J-Hope or Jungkook - their fans love them for their good looks and swoon over them like there's no tomorrow. Well, ARMY (as BTS fans are known) are currently going gaga over Jimin's latest photoshoot. He has posed for W Korea and is looking incredibly handsome as always. Jimin's pictures have gone viral on social media with his fans lauding his model avatar Jimin's W photoshoot includes some monochromatic pictures with him giving some intense gaze. He is dressed in Dior and can be seen surrounded by flowers. His side profile too has got his fans go crazy over him. Some even called him a piece of 'art' Well, there is no doubt that Jimin is one handsome boy who can make any girl swoon over his looks Meanwhile, the new poster of song Vibe is also out. Jimin will be collaborating with Taeyang for this one. Needless to say that he looks dashing in it too. Take a look The song will be out on 13th January, 2023. We can't keep calm",2023-01-09T15:26:23Z,1,1
BTS X Oo Antava: Members groove to Samantha's fiery song in THIS killer fan edit; Don't miss it,"Samantha Ruth Prabhu's Oo Antava from Pushpa has reached places and there is no stopping  The latest video, edited by a fan sees BTS members RM, Jin, Suga, J-Hope, Jimin, V, and Jungkook dancing to the popular dance number from the blockbuster film, Pushpa  One can see in the video, BTS members RM, Jin, Suga, J-Hope, Jimin, V, and Jungkook dancing with Samantha Ruth Prabhu's dance number Oo Antava Oo Oo Antava playing in the background  For the unversed, the video is originally from BTS's popular song Boys With Luv's rehearsal video  This fan edit looks killer and perfectly synced  A Twitter user also shared a video of his mom watching the BTS army dancing to Oo Antava  ""Not my mom reading the ""bts did oo antava mama dance"" thing and showing it to me all excited I told her it's fake and she said ""no wayyy"","" the tweet read  https://twitter com/Hasinibts1/status/1485184649077080065?ref_src=twsrc%5EtfwThe video has the text, ""The T in BTS stands for Tollywood "" This crossover looks killer! Don't believe it? Check it out below:         View this post on Instagram            A post shared by qualiteaposts (@qualiteaposts)
ALSO READ: Fashion Face-Off: Samantha or Rashmika Mandanna; Who pulled off beige saree with strappy blouse better? This was Samantha's first dance number and it has created waves not just in India but also abroad  Her dance moves and the bold avatar has caught everyone's attention",2022-01-24T08:00:00Z,3,1
